rank;french;engl;example_french;example_engl
3260;spécialisé;specialized;;
3261;universel;universal;;
3262;moussa;mossa;;
3263;exploit;feat;;
3264;assistant;assistant;;
3265;cannabis;cannabis;;
3266;automatique;automatic;;
3267;coeur;heart;;
3268;entreprendre;undertake;;
3269;clément;clement;;
3270;peloton;platoon;;
3271;solo;solo;;
3272;infirmier;nurse;;
3273;bain;bath;;
3274;cedeao;cedeao;;
3275;géopolitique;geopolitics;;
3276;beyrouth;beirut;;
3277;junior;junior;;
3278;marvel;marvel;;
3279;émerger;emerge;;
3280;truc;thing;;
3281;prince;prince;;
3282;métropole;metropolis;;
3283;politicien;politician;;
3284;sévère;severe;;
3285;activement;actively;;
3286;controverser;to controvert;;
3287;léon;leon;;
3288;christopher;christopher;;
3289;fiche;form;;
3290;employeur;employer;;
3291;nigeria;Nigeria;;
3292;égard;regard;;
3293;aéroport;airport;;
3294;sûrement;certainly;;
3295;illustre;illustrated;;
3296;entité;entity;;
3297;discret;discreet;;
3298;bénin;benign;;
3299;déception;disappointment;;
3300;combler;to fill in;;
3301;choquer;shock;;
3302;rondelle;washer;;
3303;complice;accomplice;;
3304;participe;participate;;
3305;inattendu;unexpected;;
3306;aménager;arrange;;
3307;continu;continuous;;
3308;dépit;spite;;
3309;faure;faure;;
3310;rémunération;remuneration;;
3311;toi;You;;
3312;nettoyage;cleaning;;
3313;législature;legislature;;
3314;renaissance;Renaissance;;
3315;luis;Luis;;
3316;taire;silence;;
3317;reproduire;reproduce;;
3318;implication;involvement;;
3319;roy;roy;;
3320;infliger;inflict;;
3321;martyr;martyr;;
3322;distributeur;distributer;;
3323;cerveau;brain;;
3324;lait;milk;;
3325;religion;religion;;
3326;mystère;mystery;;
3327;suppression;deletion;;
3328;gravité;gravity;;
3329;hall;lobby;;
3330;raphaël;raphael;;
3331;atp;atp;;
3332;conviction;conviction;;
3333;déléguer;delegate;;
3334;diversifier;diversify;;
3335;repérer;spot;;
3336;dépendance;dependence;;
3337;villa;villa;;
3338;secouer;shake;;
3339;ilham;ilham;;
3340;continuité;continuity;;
3341;compétent;competent;;
3342;boucle;loop;;
3343;rio;rio;;
3344;camara;camara;;
3345;plafond;ceiling;;
3346;quarantaine;quarantine;;
3347;allouer;allocate;;
3348;commissariat;police station;;
3349;équilibre;balance;;
3350;arabie;arabia;;
3351;mont;mount;;
3352;challenge;challenge;;
3353;appui;support;;
3354;baptiser;baptize;;
3355;racine;root;;
3356;fréquenter;frequent;;
3357;lucas;Lucas;;
3358;engendrer;generate;;
3359;gand;ghent;;
3360;estimation;estimate;;
3361;fleuve;river;;
3362;maurice;mauritius;;
3363;marcel;Marcel;;
3364;conquérir;conquer;;
3365;chaos;chaos;;
3366;échelle;ladder;;
3367;cocaïne;cocaine;;
3368;ordinaire;ordinary;;
3369;enfance;childhood;;
3370;comparaître;appear;;
3371;diplomate;diplomat;;
3372;dissolution;dissolution;;
3373;stopper;stop;;
3374;créatif;creative;;
3375;mexique;Mexico;;
3376;russes;Russian;;
3377;père;father;;
3378;verts;greens;;
3379;jérôme;jerome;;
3380;faille;flaw;;
3381;accroître;increase;;
3382;reconstruction;reconstruction;;
3383;entrevue;interview;;
3384;semer;sow;;
3385;seuil;threshold;;
3386;riposter;retaliate;;
3387;post;post;;
3388;visibilité;visibility;;
3389;abord;on board;;
3390;pouce;thumb;;
3391;faillite;bankruptcy;;
3392;californie;California;;
3393;alexis;alexis;;
3394;loisir;leisure;;
3395;cm;cm;;
3396;marathon;marathon;;
3397;psg;psg;;
3398;concertation;consultation;;
3399;dramatique;dramatic;;
3400;institutionnel;institutional;;
3401;rattraper;catch up;;
3402;rayon;radius;;
3403;danois;Danish;;
3404;brabant;brabant;;
3405;opposant;opponent;;
3406;terrasse;terrace;;
3407;incapable;unable;;
3408;tranche;slice;;
3409;portrer;carry;;
3410;préférence;preference;;
3411;xi;xi;;
3412;poster;post;;
3413;exemplaire;copy;;
3414;adorer;worship;;
3415;pelous;lawns;;
3416;serge;serge;;
3417;freiner;brake;;
3418;attentat;attack;;
3419;di;di;;
3420;sauvetage;rescue;;
3421;ramadan;Ramadan;;
3422;chant;singing;;
3423;superbe;stunning;;
3424;abordable;affordable;;
3425;larme;tear;;
3426;téhéran;tehran;;
3427;collision;collision;;
3428;drôle;funny;;
3429;bleus;blue;;
3430;relance;RELAUNCH;;
3431;loup;wolf;;
3432;corriger;to correct;;
3433;désert;desert;;
3434;disparu;disappeared;;
3435;mensuel;monthly;;
3436;rendement;yield;;
3437;animé;animated;;
3438;successeur;successor;;
3439;annonce;announcement;;
3440;fondre;melt;;
3441;consolider;consolidate;;
3442;colonie;colony;;
3443;sexe;sex;;
3444;slogan;slogan;;
3445;arracher;to tear out;;
3446;monétaire;monetary;;
3447;équitable;fair;;
3448;surmonter;overcome;;
3449;tirage;draw;;
3450;caractéristique;characteristic;;
3451;globalement;globally;;
3452;logiciel;software;;
3453;succession;succession;;
3454;résidentiel;residential;;
3455;fabricant;manufacturer;;
3456;etc;etc;;
3457;performant;efficient;;
3458;sécheresse;drought;;
3459;exception;exception;;
3460;adresse;address;;
3461;foire;fair;;
3462;incertain;uncertain;;
3463;se;se;;
3464;firme;firm;;
3465;ibrahim;ibrahim;;
3466;news;news;;
3467;importation;import;;
3468;soudan;Sudan;;
3469;vétéran;veteran;;
3470;west;west;;
3471;foncier;land;;
3472;exclusif;exclusive;;
3473;communiste;Communist;;
3474;rompre;break;;
3475;cinématographique;cinematographic;;
3476;fiable;reliable;;
3477;rive;shore;;
3478;exécuter;execute;;
3479;raymond;raymond;;
3480;colombie;Colombia;;
3481;cameroun;cameroon;;
3482;roquette;rocket;;
3483;ong;ngo;;
3484;rené;rein;;
3485;diminution;decrease;;
3486;inclus;included;;
3487;inacceptable;unacceptable;;
3488;airline;airline;;
3489;innovation;innovation;;
3490;prudent;careful;;
3491;bouche;mouth;;
3492;adam;Adam;;
3493;diagnostic;diagnosis;;
3494;promo;promo;;
3495;poteau;post;;
3496;no;no;;
3497;instaurer;establish;;
3498;barcelone;barcelona;;
3499;gagnant;winner;;
3500;steve;steve;;
3501;précéder;precede;;
3502;compteur;counter;;
3503;tricolore;tricolor;;
3504;call;call;;
3505;préalable;prior;;
3506;wever;wever;;
3507;archive;archive;;
3508;conception;design;;
3509;cri;cry;;
3510;mutuel;mutual;;
3511;tabac;tobacco;;
3512;nécessairement;necessarily;;
3513;seine;Seine;;
3514;persister;persist;;
3515;proportion;proportion;;
3516;sonner;ring;;
3517;surnommer;nickname;;
3518;suffisant;sufficient;;
3519;folie;madness;;
3520;aliment;food;;
3521;tissu;fabric;;
3522;dégradation;degradation;;
3523;unie;united;;
3524;éteindre;turn off;;
3525;paquet;pack;;
3526;engin;machine;;
3527;explosif;explosive;;
3528;rénover;renovate;;
3529;wout;wout;;
3530;égyptien;Egyptian;;
3531;bassirou;basirou;;
3532;staff;staff;;
3533;encaisser;cash in;;
3534;miser;bet;;
3535;réservation;reservation;;
3536;poule;chicken;;
3537;marteler;hammer;;
3538;tarder;delay;;
3539;optimal;optimal;;
3540;littéraire;literary;;
3541;indice;hint;;
3542;agressif;aggressive;;
3543;restreindre;restrict;;
3544;oiseau;bird;;
3545;bouchez;mouth;;
3546;mixte;mixed;;
3547;compétitif;competitive;;
3548;complémentaire;complementary;;
3549;embarquer;embark;;
3550;dessous;below;;
3551;délégué;delegate;;
3552;demie;half;;
3553;go;go;;
3554;brillant;bright;;
3555;forest;forest;;
3556;étendre;extend;;
3557;internaute;internet user;;
3558;traoré;traore;;
3559;héritage;legacy;;
3560;kate;kate;;
3561;aperçu;preview;;
3562;kilo;kilo;;
3563;senior;senior;;
3564;influencer;influence;;
3565;opinion;opinion;;
3566;minier;mining;;
3567;arrondissement;borough;;
3568;nettoyer;to clean;;
3569;tadej;tadej;;
3570;cultiver;cultivate;;
3571;scott;scott;;
3572;cantonal;cantonal;;
3573;monaco;Monaco;;
3574;ia;ia;;
3575;jazz;jazz;;
3576;actionnaire;shareholder;;
3577;free;free;;
3578;street;street;;
3579;républicains;republicans;;
3580;pompe;pump;;
3581;hivernal;winter;;
3582;ordinateur;computer;;
3583;renommer;rename;;
3584;vallée;valley;;
3585;physiquement;physically;;
3586;colonel;colonel;;
3587;écraser;crush;;
3588;piéton;pedestrian;;
3589;enseigne;taught;;
3590;bagage;luggage;;
3591;réclame;claims;;
3592;marchandise;merchandise;;
3593;qualifié;qualified;;
3594;xix;xix;;
3595;camille;Camille;;
3596;panther;panther;;
3597;youtube;youtube;;
3598;ring;ring;;
3599;respectif;respective;;
3600;strasbourg;strasbourg;;
3601;deuil;grief;;
3602;chimique;chemical;;
3603;prier;pray;;
3604;amical;friendly;;
3605;antony;antony;;
3606;nuage;cloud;;
3607;virtuel;virtual;;
3608;rail;rail;;
3609;prévenu;warned;;
3610;faim;hunger;;
3611;bayern;bayern;;
3612;curieux;curious;;
3613;symptôme;symptom;;
3614;agresser;assault;;
3615;drogue;drug;;
3616;fifa;fifa;;
3617;von;von;;
3618;tapis;carpet;;
3619;tchèque;Czech;;
3620;voil;there you go;;
3621;vu;seen;;
3622;patience;patience;;
3623;prière;prayer;;
3624;rouvrir;reopen;;
3625;square;square;;
3626;retomber;fall back;;
3627;créativité;creativity;;
3628;armé;armed;;
3629;couloir;corridor;;
3630;certificat;certificate;;
3631;éloigné;distant;;
3632;creuser;dig;;
3633;domenico;domenico;;
3634;défunt;deceased;;
3635;orienter;orient;;
3636;oser;to dare;;
3637;régulation;regulation;;
3638;conforme;compliant;;
3639;gris;gray;;
3640;mamadou;mamadou;;
3641;autorisation;authorisation;;
3642;australien;Australian;;
3643;téléphonique;telephone;;
3644;forestier;forest;;
3645;serie;series;;
3646;cage;cage;;
3647;diallo;diallo;;
3648;écolo;eco-friendly;;
3649;devise;currency;;
3650;brutal;brutal;;
3651;épargner;save;;
3652;photographie;photography;;
3653;pacte;pact;;
3654;florence;Florence;;
3655;pain;bread;;
3656;ouattara;ouattara;;
3657;diplômé;diploma;;
3658;serre;tight;;
3659;procurer;procure;;
3660;violer;violate;;
3661;cheikh;sheikh;;
3662;hâter;hasten;;
3663;protocole;protocol;;
3664;fusillade;shooting;;
3665;monstre;monster;;
3666;pleurer;cry;;
3667;combinaison;combination;;
3668;accumuler;accumulate;;
3669;débloquer;unblock;;
3670;faiblesse;weakness;;
3671;span;span;;
3672;munition;ammunition;;
3673;tony;Tony;;
3674;laboratoir;laboratory;;
3675;nick;nick;;
3676;autrefois;formerly;;
3677;trajectoir;trajectory;;
3678;play;play;;
3679;gestionnaire;administrator;;
3680;exclusivement;exclusively;;
3681;indicateur;indicator;;
3682;personnellement;personally;;
3683;henry;henry;;
3684;hollywood;Hollywood;;
3685;intellectuel;intellectual;;
3686;offensif;offensive;;
3687;grièvement;seriously;;
3688;percer;drill;;
3689;sommeil;sleep;;
3690;supposer;assume;;
3691;bob;bob;;
3692;united;united;;
3693;tort;wrong;;
3694;capturer;capture;;
3695;formateur;trainer;;
3696;commander;order;;
3697;zurich;zurich;;
3698;raciste;racist;;
3699;couronne;crown;;
3700;voirie;roads;;
3701;nationaliste;nationalist;;
3702;préliminaire;preliminary;;
3703;arthur;arthur;;
3704;char;tank;;
3705;bâton;stick;;
3706;langage;language;;
3707;alassane;alassane;;
3708;brics;brics;;
3709;fréquence;frequency;;
3710;abidjan;abidjan;;
3711;flotte;fleet;;
3712;bill;bill;;
3713;ultra;ultra;;
3714;hisser;hoist;;
3715;inutile;useless;;
3716;majoritairement;mostly;;
3717;naturellement;naturally;;
3718;nu;naked;;
3719;pann;pann;;
3720;démissionner;resign;;
3721;prédécesseur;predecessor;;
3722;ford;Ford;;
3723;dj;dj;;
3724;remboursement;refund;;
3725;investigation;investigation;;
3726;cliché;cliche;;
3727;recrue;recruit;;
3728;anneau;ring;;
3729;commandement;command;;
3730;perquisition;search;;
3731;user;user;;
3732;audition;hearing;;
3733;péninsule;peninsula;;
3734;grec;Greek;;
3735;métal;metal;;
3736;jérémy;jeremy;;
3737;danseur;dancer;;
3738;minorité;minority;;
3739;ingénieur;engineer;;
3740;fusion;merger;;
3741;évaluation;assessment;;
3742;gratuite;free;;
3743;hybride;hybrid;;
3744;répercussion;repercussion;;
3745;meeting;meeting;;
3746;capter;capture;;
3747;grèce;Greece;;
3748;camarade;comrade;;
3749;gouverner;govern;;
3750;répétition;repetition;;
3751;génie;genius;;
3752;triple;triple;;
3753;flou;vague;;
3754;souher;wish;;
3755;josé;jose;;
3756;cimetière;graveyard;;
3757;honte;shame;;
3758;reportage;reporting;;
3759;racisme;racism;;
3760;oreille;ear;;
3761;sylvain;sylvain;;
3762;abdoulaye;Abdoulaye;;
3763;discrimination;discrimination;;
3764;ca;That;;
3765;bête;beast;;
3766;mythique;mythical;;
3767;décerner;award;;
3768;écrite;written;;
3769;protagoniste;protagonist;;
3770;ursula;ursula;;
3771;thermique;thermal;;
3772;distinction;distinction;;
3773;généreux;generous;;
3774;descente;descent;;
3775;bonus;bonuses;;
3776;bijou;jewel;;
3777;docteur;doctor;;
3778;punir;punish;;
3779;pourcentage;percentage;;
3780;bank;bank;;
3781;olaf;olaf;;
3782;haute;high;;
3783;christine;Christine;;
3784;attentif;attentive;;
3785;copie;copy;;
3786;taïwan;Taiwan;;
3787;intensifier;intensify;;
3788;satellite;satellite;;
3789;charte;charter;;
3790;patrouille;patrol;;
3791;rock'n'roll;rock'n'roll;;
3792;lumineux;bright;;
3793;quarante;forty;;
3794;nathalie;nathalie;;
3795;benyamin;benyamin;;
3796;axer;ax;;
3797;surpris;surprised;;
3798;aménagement;layout;;
3799;répandre;spread;;
3800;desservir;serve;;
3801;alexeï;alexei;;
3802;chapeau;hat;;
3803;concession;concession;;
3804;académique;academic;;
3805;démonstration;demonstration;;
3806;caractériser;characterize;;
3807;réparer;fix;;
3808;group;group;;
3809;joint;seal;;
3810;transmission;transmission;;
3811;totaliser;total;;
3812;soulager;relieve;;
3813;octroyer;grant;;
3814;pavillon;flag;;
3815;big;big;;
3816;azerbaïdjanais;Azerbaijani;;
3817;genk;genk;;
3818;patrice;patrice;;
3819;omar;omar;;
3820;racheter;redeem;;
3821;jake;jake;;
3822;semestre;half;;
3823;devancer;get ahead;;
3824;artisan;artisan;;
3825;compenser;compensate;;
3826;neuvième;ninth;;
3827;saut;leap;;
3828;progressif;progressive;;
3829;robot;robot;;
3830;couler;to flow;;
3831;casser;to break;;
3832;ouagadougou;ouagadougou;;
3833;instrument;instrument;;
3834;inclusif;inclusive;;
3835;start;start;;
3836;rousseau;rousseau;;
3837;temple;temple;;
3838;considération;consideration;;
3839;décliner;decline;;
3840;cathédral;cathedral;;
3841;charlotte;charlotte;;
3842;catastrophique;catastrophic;;
3843;licenciement;dismissal;;
3844;houthis;Houthis;;
3845;réglementaire;regulatory;;
3846;rafael;Rafael;;
3847;spf;spf;;
3848;accrocher;hang;;
3849;xx;xx;;
3850;chaussure;shoe;;
3851;festivité;festivity;;
3852;précédemment;previously;;
3853;boulot;job;;
3854;coulisse;slide;;
3855;pme;SME;;
3856;live;live;;
3857;ministériel;ministerial;;
3858;lionel;lionel;;
3859;exploitation;exploitation;;
3860;durabilité;sustainability;;
3861;info;information;;
3862;navalny;navalny;;
3863;magie;magic;;
3864;palmarès;prize list;;
3865;chelem;slam;;
3866;localiser;locate;;
3867;gang;gang;;
3868;hélicoptère;helicopter;;
3869;publiquement;publicly;;
3870;carré;square;;
3871;lune;moon;;
3872;telegram;telegram;;
3873;fauteuil;armchair;;
3874;audio;audio;;
3875;vocation;vocation;;
3876;portugais;Portuguese;;
3877;hongrie;Hungary;;
3878;support;support;;
3879;guère;hardly;;
3880;miracle;miracle;;
3881;conner;conner;;
3882;sean;sean;;
3883;bouleverser;upset;;
3884;evenepoel;evenepoel;;
3885;excessif;excessive;;
3886;inquiéter;worry;;
3887;résumé;summary;;
3888;natif;native;;
3889;téléviser;televise;;
3890;respectueux;respectful;;
3891;reconstruire;rebuild;;
3892;écart;gap;;
3893;formuler;formulate;;
3894;park;park;;
3895;planification;planning;;
3896;for;for;;
3897;vain;vain;;
3898;sucre;sugar;;
3899;pomme;apple;;
3900;adverse;opponent;;
3901;désirer;desire;;
3902;compréhension;understanding;;
3903;préoccuper;worry;;
3904;rédiger;write;;
3905;usa;USA;;
3906;tanger;tangier;;
3907;amorcer;initiate;;
3908;concentration;concentration;;
3909;tracteur;tractor;;
3910;abus;abuse;;
3911;attitude;attitude;;
3912;fantastique;fantastic;;
3913;golf;golf;;
3914;habituellement;usually;;
3915;bayrou;bayrou;;
3916;amont;upstream;;
3917;manga;manga;;
3918;potable;drinkable;;
3919;douter;doubt;;
3920;nuire;harm;;
3921;magique;magic;;
3922;blé;wheat;;
3923;prénom;first name;;
3924;formidable;tremendous;;
3925;pénitentiaire;penitentiary;;
3926;maple;maple;;
3927;invoquer;invoke;;
3928;domestique;domestic;;
3929;baissé;drop;;
3930;vérification;verification;;
3931;registre;register;;
3932;virage;turn;;
3933;modernisation;modernization;;
3934;bac;bac;;
3935;vld;vld;;
3936;coucher;to sleep;;
3937;samsung;samsung;;
3938;finaliste;finalist;;
3939;recouvrir;cover;;
3940;passeport;passport;;
3941;transparent;transparent;;
3942;matthew;matthew;;
3943;dignité;dignity;;
3944;case;box;;
3945;rangers;rangers;;
3946;correctement;correctly;;
3947;ci;here;;
3948;étrange;odd;;
3949;requête;request;;
3950;pénétrer;enter;;
3951;iii;iii;;
3952;tva;VAT;;
3953;assassiner;murder;;
3954;gmt;gmt;;
3955;proie;prey;;
3956;contrer;counter;;
3957;rejet;rejection;;
3958;écho;echo;;
3959;écrivain;writer;;
3960;périmètre;perimeter;;
3961;amasser;amass;;
3962;novak;novak;;
3963;festif;festive;;
3964;comporter;include;;
3965;frustration;frustration;;
3966;nocturne;nocturnal;;
3967;inscription;registration;;
3968;préservation;preservation;;
3969;conakry;conakry;;
3970;sporting;sporting;;
3971;œuvrer;work;;
3972;béton;concrete;;
3973;vétérinaire;veterinarian;;
3974;vœu;wish;;
3975;diaspora;diaspora;;
3976;promenade;ride;;
3977;questionner;question;;
3978;protester;protest;;
3979;romand;romand;;
3980;équilibré;balance;;
3981;vienne;come;;
3982;fustiger;castigate;;
3983;mathilde;mathilde;;
3984;masque;mask;;
3985;darmanin;darmanin;;
3986;jérusalem;Jerusalem;;
3987;débarrasser;rid;;
3988;juridiction;jurisdiction;;
3989;chèque;check;;
3990;smith;smith;;
3991;clandestin;clandestine;;
3992;ivan;Ivan;;
3993;cortège;procession;;
3994;issue;outcome;;
3995;efficacité;efficiency;;
3996;avenue;avenue;;
3997;delon;delon;;
3998;fracture;fracture;;
3999;intercepter;intercept;;
4000;planifier;to plan;;
4001;résonner;resonate;;
4002;stephen;stephen;;
4003;prudence;caution;;
4004;siéger;sit;;
4005;partiellement;partially;;
4006;optimiste;optimistic;;
4007;rtl;rtl;;
4008;piège;trap;;
4009;faculté;faculty;;
4010;figaro;figaro;;
4011;éolien;wind power;;
4012;constamment;constantly;;
4013;manager;manager;;
4014;apercevoir;to notice;;
4015;calculer;calculate;;
4016;entente;agreement;;
4017;duquel;from which;;
4018;ralentir;to slow down;;
4019;warner;warner;;
4020;jurer;swear;;
4021;traite;milking;;
4022;salarial;salary;;
4023;coûteux;expensive;;
4024;parallèlement;parallel;;
4025;efficacement;effectively;;
4026;manœuvr;maneuver;;
4027;avérer;prove;;
4028;marocains;Moroccans;;
4029;disponibilité;availability;;
4030;dévier;deviate;;
4031;viktor;Victor;;
4032;champions;champions;;
4033;catalogue;catalog;;
4034;celle;that;;
4035;acheteur;buyer;;
4036;pertinent;relevant;;
4037;gravement;seriously;;
4038;spécialement;especially;;
4039;organe;organ;;
4040;pêcheur;fisherman;;
4041;priori;priori;;
4042;radar;radar;;
4043;balance;balance;;
4044;enterrer;bury;;
4045;méditerranée;Mediterranean;;
4046;vestiair;dressing room;;
4047;pédagogique;educational;;
4048;enrichir;enrich;;
4049;boris;boris;;
4050;miami;miami;;
4051;prioritaire;priority;;
4052;égal;equal;;
4053;sapeur;sapper;;
4054;awards;awards;;
4055;mystérieux;mysterious;;
4056;chasser;chase;;
4057;liquide;liquid;;
4058;intime;respondent;;
4059;faillir;fail;;
4060;yannick;yannick;;
4061;seigneur;lord;;
4062;juan;juan;;
